Sentence	Request
Can you get with me this afternoon or tomorrow and let me know who I should send changes to?	1
Pls review the Executive list file on N: Homedept Tw nng Acctman TW-Exec list.doc.	1
Please, review this trip with me.	1
Check out ENE over the last 30 days.	1
Check out the following dates/times for a training session on HPL operations/gas flows/points.	1
When you get a chance, would you path out deal 211642 please?	1
Please e-mail me or call sometime today.	1
I will list them below and I ask that you please look it over and make any necessary corrections.	1
Please cc the following distribution list with updates:	1
Everyone in the first two rows excluding real time please shut down your computer before leaving tonight.	1
Please call 800-7219-191 or send us an email so that we can arrange for you to talk to one of our Account Representatives who can show you how Xcert protects your data in real-time.	1
Please register Wincenty J. Vince Kaminski, Managing Director, Research Enron Wholesale Services, to the subject conference to be held in Houston on June 22, 2001.	1
I need your help with this confirmation please.	1
Kindly cc me on your comments.	1
Could you forward the attachment referenced in your email?	1
Tana, Please ask Mary Cook to review the Engage Canada Guaranty from West Coast.	1
Can you, please, help with these prices?	1
Could you find one please	1
Please send a revised draft of the ISDA no credit changes to the following contact via overnight delivery today per the request of Scott Shields.	1
Also, if you have time, could you send me a definition of Intra-Month Risk?	1
Please take a minute and let me know if any of these represent us, and the general level of representation.	1
If anyone has a list of contacts they want added, please send the names and the company name and we will put them into the system.	1
Would you put language to these swaps so as to make the gas swap contingent upon the steel swap.	1
Please review the attachment to learn more about Enron 01,s onsite childcar e 20 center.	1
Please review and call me with any comments 713-8535-705 .	1
Please e-mail the call-in number to me also leave me voice mail please... as traveling I can't always access e-mail quickly , Dale Rasmussen, moconnell@stoel.com and ktakahashi@stoel.com.	1
If you can please bring a copy with you this afternnon.	1
Given Stan's message to them Kathy--pls forward Stan's 20 letter to Jeff I think he ought to either raise the West Texas line himsel f 20 or else tee it up by calling his counterparts and letting them know what we re 20 up to so there is no confusion.	1
Would you mind calling him and telling him that I am tied up on a conference call that is likely to last until 500, so I can't call him until after then.	1
Please discuss whatever necessary with the traders to help me improve the speed and accuracy of my research.	1
would you do me a favor and send me Ken Kaspar's e-mail add at Dow.	1
Before I set-up the video conferencing, would you ket me know if 10/23 works for you w/ a 10/9 date as a back-up?	1
Ed/Genia: Would you please follow up with Becky Kalmick at ANPower if we don't receive this guarantee amendment see the note at the bottom early next week?	1
Please confirm which are Merrill deals and which are Allegheny.	1
Please review my review of the transition period operating hour limitations.	1
Pilot Agreement - Please return the pilot agreement electronically by replying to this mailbox clickathomepilot2@enron.com and stating: I accept the terms and conditions of this Pilot Participant Agreement.	1
Please call 1-800-2924-380 , or look on the mailing label from the envelope your GTR was mailed in.	1
Yes, it's technically true, but it doesn't seem relevant.	1
If you have a question for PJM Customer Relations and Training, please send an e-mail to custsvc@pjm.com.	1
Russell: Please call him about this.	1
Send me a new download, I want to see if the changes worked.	1
Could you send me three brochures?	1
Please follow the steps below for a successful log in.	1
Can you please check into BP Canada injecting more than their FDD contract quantity.	1
If you need immediate assistance, please call my assistant, Norma, at X53879.	1
As an added bonus, send your holiday gifts for delivery by 12/20/00 and receive a FREE 30-minute Sprint long distance phone card, compliments of FTD.COM.	1
Please do not forget to send me the update on Canadian agreements.	1
Could you call Jack Loftis or Sweeney at the Chronicle?	1
Please fill out the registration form and fax it back to us at 303-7410-849 .	1
Please prepare a Master Physical according to the terms of the worksheets.	1
-Origin: Beck-S X-FileName: sbeck.nsf	1
713-2288-470 Off 713-2284-147 Fax 909 Texas Avenue Suite 1314 H ouston, TX 77002 www.syncrasy.com Sales: 713-2284-407 D evelopment Offices: 970-2474-139 Off 970-2477-951 Fax 835 Main Avenue Suite 221 Durango, CO 81301 09 09 IMAGE Complimentary version of Trader Summary from Syncrasy, LLC and APB Energy Inc. - If you woul d like to receive this product early in the morning please call Syncr asy at 713-2284-407 for more information or send an email to subscrib e TraderSummary@syncrasy.com - If you would like to be added to this da ily email list please send an email to TraderSummaryemail@syncrasy.co m - If you would like to be removed from this daily email please reply to this email with the words CANCEL or send an email to cancel trad ersummary@syncrasy.com Data last updated: Thursday, Jan 10, 2002 at 0 8:25AM EST Commentary last updated: Thursday, Jan 10, 2002 at 09:12AM ES T Meteorologist: Andy Weingarten... APB Energy / True Quote Congratula tions Andy Weingarten, APB Energy!	1
Please include Pat and Stella in the discussion also.	1
Please update me on the status of these agreements.	1
Suzanne: Please reserve a conference room from 1-4 for myself, Gaurav, Leslie, Elizabeth and Bill and please set up a conference call in number and e-mail that information to Scott, John and Sam.	1
Deborah,please print out and file.	1
John, can you please review and make sure Dennis has all our people plus as sociates on the 20 distribution list.	1
If you would like to volunteer to man the sign up table during the adoption process, please attend the meeting below.	1
Can you please extend sitara deal ticket 16888 to the 15th?	1
Questions -- give me a call.	1
Please review the attached email and compare to the group my email went to.	1
Let's send it to Marion and Barry.	1
Please respond no later than 11 a.m. on Wednesday, April 18.	1
A reminder to please send me the guaranty or a draft of same in order that I may send it along with the draft of the Master to Wicor.	1
In anticipation of potential litigation involving TW's operational activities, please prepare an analysis for me of the reasons for TW's sale of excess natural gas at the California border.	1
Please send us a final bill in the amount of 980.00 2 months and cancel the contract.	1
Please get in touch with him.	1
Please delete Kenneth.Lay@enron.com from this communication.	1
Jeff Dasovich: please forward any specifics on the demand buy down proposal and anything else that you think might be helpful background for Laura.	1
Pls set a time after the staff meeting that works for you and Michelle.	1
Please bring these to me in 3AC2026A.	1
If PW fails to get back to us before I leave today but agrees to my proposed revisions, please send a copy of the final NDA to Tana Jones.	1
Please notify both me and Sheri Thomas via e-mail as soon as you are comfortable with the product descriptions for your respective commodities on Dynegydirect so that Sheri can set up the respective traders to trade via DynegyDirect.	1
Can you please take a quick look and fwd it to Sam Smith wsmith2@enron.com	1
please call soon.	1
Please add this to the defn of confidential information:	1
Would you please forward to Dale copies of the CA's that were signed by those parties which will be given second round access to the LV CoGen docs?	1
So please try to get the wire out today.	1
Susan: Could you please when you return on Monday circulate a list of issues that we need to discuss regarding the forms?	1
Guys, can you forward your parts.	1
Please print two copies, put one in a folder.	1
Can you come to Houston Thursday night and meet me, Stinson and Kevin Hannon one of top 3 executives at Enron Broadband Services for dinner?	1
OTHER: Please e-mail to me the latest version of the AOS balancing confirm and I will add changes that we went through.	1
Also, please schedule an hour in my office with Melissa Murphy 31886 to discuss power confirms.	1
Can you pass up this opportunity??	1
Lauren, Please help with who the appropriate person is to complete and submit w-8 forms for ENRON INDIA GDR HOLDINGS LTD.	1
pls print this email also.	1
Could you please send me the ok to have the url gro.corp.enron.com decommissioned.	1
Could you make a presentation on this topic?	1
Could you please provide a status on where we stand on the transfer of the Credit book from ENA/ECT to ECI at Goldman and Morgan.	1
So, you decide you have to market your site and let the world know all about it.	1
Will you look at this deal?	1
If your contract department has any questions, please have them call me at 352-3340-776 .	1
Could you please send out a message to all the traders regarding a meeting that Kevin Presto has requested them to attend on Black, Tamara Jae Mon day, September 24 from 2:00pm - 5:00pm in room 5c2.	1
Please put both in your system .	1
Please discuss this with Kevin Presto's tranmission people Bill Rust on 31 .	1
Please make every effort to get this out at the absolute early possible opportunity!!	1
Can you set up a meeting with Tana, yourself, me and any others from your team you think appropriate to review the issues and determine a system and process solution sometime this or next week?	1
If you would like to take advantage of this, please fax a completed registration form, along with a brief covering note referring to this e-mail, and I will ensure that our administration depart handle the relevant paper work.	1
Would you please check into this and make sure they post it ASAP, especially since our time frame is quite tight.	1
Kate, can you please ask Holli if she has a copy of the following confirmation s Deal 420554.01, 420563.01 probably confirmed together .	1
-Origin: DASOVICH-J X-FileName: jdasovic.nsf	1
Please review the attached, and if acceptable, you may choose to sign a hard copy of this e:mail to evidence compliance with Enron's Standstill, Noncompetition, and Non-Solicitation Provision Policy.	1
Please fax the Winston & Strawn changes to Kathy Clark.	1
Please review and provide comments by Tuesday, October 2.	1
Please provide me with the name of at least one person within your group who fits the Change Agent bill.	1
Please give this a look and see what you think.	1
Hi Sandy, would you please order me the following - Enhanced - 76-12-05, QuickNotes Brand Weekly/Monthly Self-Management System.	1
And on another note...please update the El Paso reconcilliation sheet...	1
Please plan to attend a meeting on Thursday, April 27, from 3:00 - 5:00 p.m. to discuss Luken's storage model and, more importantly, where we want to go with a storage book.	1
Paul can you make this meeting?	1
Please work your appropriate magic on this deal so I can pay them.	1
NW Security and Bug Patch Alert Security-BugPatch@bdcimail.com on 11/07/2000 12:01:16 PM Please respond to Security and Bug Patch Alert Help NWReplies@bellevue.com To: vkamins@enron.com cc: Subject: Top 10 viruses	1
Please execute ASAP and send executed copy to Kristina.	1
please check Jeff King's VAR...it dosn't look right	1
Take a look at our website to see how these changes affect you: http://isc.enron.com/site	1
Please read it over and let me have comments tomorrow morning Thursday .	1
Once finalized, please issue an Eco PO to perform this work.	1
2. please copy me on forecasting provided to Sydney office on a daily basis	1
Also, please set up NGI Southern Border, PG&E.	1
Please forward it on to your brother in law and let me know what he thinks.	1
Call me to discuss any change to my plan.	1
Can one of you please secure this price for MTM purposes.	1
If you have received this message in error, please notify us immediately by return e-mail and erase all copies of this message.	1
Please plan to attend a meeting with Brian Redmond and Bob Hall on Thursday at 4:00 in conference room 3567.	1
Please get with Tina and work out how we will handle expense reimbursements for Greg's approval.	1
Can you please forward an NDA for Net Works and	1
Can you make sure that Cassandra receives it?	1
If you have any e-mails that relate in any way to the Enron Corp. Savings Plan, including any accounting issues related to these transactions, please forward the e-mails to enron.savingsplan@enron.com.	1
Please sign me up for the Monday March 18th session at 1:30.	1
Would you please clarify the issue for me?	1
Please call me if you have questions and I will be forwarding you a final copy of the spreadsheet with these numbers in a short while.	1
Anita: Can you follow up on the payment?	1
Please ask myself or a senior member of the group if you have any questions.	1
Would you please contact Michael Maddox of CERA and forward my resume to him?	1
Please create the executables.	1
Will you please get with Mary Smith and Trisha Hughes with the Texas Rates group and pick up from them the off system pipeline rates that they are handling.	1
When if :- you have a minute could you do me a favour and send me an excel dump of all the deal numbers of GTMA Physical forwards we are expecting to settle for march production 27th to 1 April , with their projected volumes, the contract price, and the value?	1
Would you take care of that please?	1
Can you copy and paste it and send it to the entire group?	1
Please forward a copy of my Ken Rice presentation to Vince Kaminski.	1
Please review the attached language and let me know if it looks o.k.	1
Please block off the date on your calendar and let me know if it is possible for you to attend.	1
I'm researching most of these questions, but as with last month, there are a few Real Time deals they don't see in the spreadsheet you guys send to them.	1
Look through this 3 page document, and let me know what you think, please.	1
If you are not an intended recipient of this message, please do not read, copy or disclose the contents of this communication to others and please notify the sender at 713-2075-241 .	1
Please provide some clarification of your questions and I will try to provide answers if I can.	1
Please try to track this down.	1
Can you, please, restore the service.	1
Please check this price.	1
Greg wil l call me and I'll patch you in.	1
Please forward a credit worksheet.	1
Can you check with Veronica?	1
Please take the time to fill out the survey and let us know how we are doing.	1
I need your help...	1
If you are interested in attending please send me an email, letting me know your preference as far as a date.?	1
Please print memo and attachment for me to review on the plane tomorrow.	1
Could you please circulate across the wholesale team .	1
If you have any other questions please call me.	1
Please come and meet her and find out what color your aura is!!!	1
Copy it and paste the copy out on the network folder you create.	1
Please supply that to Tai, thanks.	1
Please give me a call to discusss KEYSPAN.	1
Please print attachments.	1
Could you please update me as to where we are on the following?	1
Pls call Steve.	1
Can you please print the attached cover letter for overnight shipment to Bob Booth on ENA letterhead?	1
Kay, can you make sure I am available	1
Please put it on my calendar.	1
Please amend the independant amount figure to specify 216,000 instead of 220,000.	1
Please review these comments from PGS.	1
To remove yourself from this service please login and use the 'My Profile' option.	1
Kay, can you please try to organize ASAP.	1
Can you send me your's.	1
-Folder: Mark Taylor Dec 2000 Notes Folders All documents X-Origin: Taylor-M X-FileName: mtaylor.nsf	1
Forward this on to anyone you feel it might be useful to; but please let them know to call me first and foremost, since I'll probably be the most receptive on the phone.	1
If you have any interest in further information regarding the Reserved Share Program, which has a deadline of October 2, 2000, please execute the link to the following site where you will find a preliminary prospectus, a letter explaining the program, an expression of interest form, and an NASD questionnaire related to the offering:	1
Phillip/Barry, go ahead and start working with Mark as you develop your plans going forward.	1
Andrew, please add Kate Symes to your list of California Schedulers who need an H: drive in Houston.	1
If you do not wish to receive further e-mail notices, please send a reply to this email with the words Do Not E-Promote in the subject field.	1
Can you please take care of this for the estate curve files?	1
Can you get together on getting some people.	1
Also, I will be attending the EEI meeting, so could you please include my name on the distribution list.	1
To un-forward your phone, dial 106, or press the call fwd button to make the light go out.	1
Call me and let me know.	1
Twanda, would you please print this for me?	1
Could you add these days to the deal or let me know what you do.	1
And Elizabeth, I think you've moved, so can you just email me your address again?	1
Can you unarchive m: common power position dpr 1999 and as far back as there are years in this directory.	1
Can you help clear this up.	1
Can you find out who they sold the gas to.	1
In that regard, would you recommend that ENA use distinct ISDA Schedules for these types of entities and/or would you recommend specific changes to our format?	1
Please call us at your convenience.	1
As we would like to send this out as early as possible, please call me at X54482 if you have any questions or comments.	1
Please look at the confirm and let me know if it is ok.	1
Please help assure that execution of this fits into the larger credit picture as well.	1
Please send info.	1
Also, please send a fax copy of your signature page to Diane Hutnyan at 415-9865-707 as soon as possible.	1
Attached is PIRA's Western Grid Market Forecast for April 2001.	1
Can you send me the electronic version of the documents for Ben Gleason cost of capital ?	1
Please contact Craig Breslau.	1
Would you please either find Robin's correct e-mail address and forward it to her or call and get her fax number and fax it to her.	1
Can you please prepare a proposal for Formosa based on the attached unwind structure?	1
please look at this.	1
Please call when you have the opportunity to discuss the form agreement you asked me to create.	1
Please advise as to what attorney will review my comments and put me in touch with that person today.	1
Please send them to the Calgary office to my attention:	1
Please call once you've had a chance to review.	1
To attend, please email David Brehan and specify the session A, B, C or D .	1
Please print two copies.	1
Please give me your comments as soon as possible.	1
Can you help with this one?	1
Could you find out if Patina has performed a gas analysis on the zone to be completed at your new well.	1
Can you make sure that your form of master has the triangular setoff language that Mark Haedicke distributed a month or so ago to be included in all agreements, as CNR wants to ensure there is cross-affiliate setoff.	1
Rob, can you give me a view on where you stand for fourth quarter from an orig point of view ie deals and value.	1
Could you please reply by e-mail directly to Joseph and Mark with the location of the meeting and other details.	1
May and Kathleen, would you please coordinate who is going to get the redraft to Dynegy.	1
Bill V, if this doesn't show Bill G as an addressee, please forward from your computer.	1
If not please forward to the relevant party.	1
Could you please follow up on this.	1
Please take a moment to review this forwarded Open Season offer from our client company, Wild Goose Storage.	1
Please set up the following contract with ENA as agent for Columbia Energy Marketing.	1
Can you help get me access?	1
Eric, incase i forgot to forward, please followup and lets meet him.	1
Please forward a draft of the Master Netting agmt to Tractebel.	1
Yes, please, go ahead.	1
Please contact Eddie Ledesma 916-3515-881 or Benik DerGevorgian 916 3512-277 if you have any questions or concerns.	1
If so please could could email them to me as soon as possible.	1
Please pass to Hedy and Bev.	1
please call after reading	1
Please auto schedule the following annuities# 508756,508759,508762.	1
Please reach out to anyone and everyone to make them aware of TFA-Houston and how much the contribution of retired computers means to the disadvantaged neighborhoods and schools that we serve.	1
please sign and attend this.	1
Please give me a call tomorrow.	1
You know how I hate to have originals.	1
If you are in agreement with this version of the contract, please print two originals sign the contract and confirm, return both to my attention at the location below.	1
Please review your models and make the adjustments as necessary.	1
Please someone give me some ideas.	1
Give me a call at x3-6320.	1
If TCO imposes some sort of operational limits that prevent us from pulling this amount, please pull as much as you can up to this amount without violating the limits or otherwise incurring penalties.	1
It is currently in Stage, and as soon as you both get a chance to test it, and give it your ok, I can get it moved to production.	1
Please login to iPayit and resolve this invoice as soon as possible.	1
Please call Rebecca Carter x3-7241 or Sherri Sera x3-5984 if you have any questions.	1
please forward to all East Desk members	1
please print all of this.	1
Steve's morning is wide open, so please give me a time one hour that works with your schedules.	1
Please confirm the dates; November is already past.	1
If you have any questions, concerns or 20 comments with respect to the memo, please give me a call.	1
Please Call with question,	1
Please destroy earlier versions of this report.	1
Please take a look at question 4 in the attached file.	1
Mark, would you please forward to those who need to see it besides Audrey and Gerald.	1
Please give me a call with your questions and or comments regarding the enclosed.	1
Please distribute to everyone in group in North America.	1
Please check with Mike Barnas,Kent Shoemaker GE contact list and Rose Engeldorf and see if they are available at either 1100 Central tomorrow or 100 Central.	1
Please delete all the files from your hard drive and manually forward this virus to everyone on your mailing list.	1
go ahead and send them to me if you have them.	1
You will notice that there are many leadership openings in the organization, please direct any input regarding external candidates for these positions to Patty Pennington.	1
Please work w/ Darla and Mary for November, 2000 business.	1
Please provide me an update on the progress of the working group you have led this year.	1
Please review the attached balance sheet with Matt and get his sign off as soon as possible.	1
Please take a look at it and help me identify what is causing our variances.	1
Please notify me of any discrepancies.	1
Please review and advise if this is acceptable.	1
Please communicate questions or adjustments to Jim Little or myself.	1
If the format is OK please complete and resend to me with your view on current prices.	1
Please print these on Enron logo only letterhead.	1
According to my calculations, TP1 demand charges should be 1,115,826 for Nov. Would you change that for me?	1
The files-download tool is finished, but before we deploy it to the field, can you please review the Auto-download Program Version 1 spec and let me know if it follows the requirements?	1
Please include your daytime phone number with your entry.	1
If you could please do this ASAP as I need to get back to Joe Hunter.	1
Please review attached letter to customers ASAP.	1
Please approve and auto route 483760,483758,483752,483755.	1
Robert, Please make sure that Gary gets a copy of the Industrial spreadsheet.	1
Maybe I am the one confused, but could you please call me to discuss.	1
Could you do me a favor and, when you receive the fully executed confirms back from the respective counterparties, fax fully executed copies of all the confirms to my attention at 403-9746-707 .	1
Will you make sure everyone in HR department know the deadline.	1
Giuseppe Andrea Paleologo gappy@stanford.edu on 02/14/2000 03:20:52 PM Please respond to gappy@stanford.edu To: Vince J Kaminski/HOU/ECT@ECT cc: Subject: Visiting Enron	1
Please use your username of kward and your password to access	1
Please review and confirm that you are available to meet with one or more of the Enron Team at the times specified.	1
To set up the Denver desk in TDS send a message to Bill Fortney with the following:	1
Mary - pls submit an RCR.	1
In the event that you require additional time to process work, or have questions regarding early close procedures, please call Fred Tantao 2992-045 , Rob Stasi 2992-067 , George Henderson 2992-071 , Les Faison 2992-070 NYMEX Division or Michael Campanelli 2992-072 , David Sherman 2992-061 COMEX Division .	1
Daren, can you help me with placing K's @ the below listed meters?	1
-Origin: Taylor-M X-FileName: mtaylor.nsf	1
Ina, Please sign me up for this course whenever Hunter is signed up.	1
Please detach the attachment, combine it with the articles Gavin Dillingham sent me and attach to an e-mail to Robert Zoellick and Irwin Stelzer with this message from me: Attached is some background information on the reregulation crisis in California.	1
Please take a moment to look at the current line-up on the attached draft program.	1
Please circle back with Rob and make sure that everyone is comfortable that nothing is falling through the cracks, and I will talk with Mary Kay.	1
Please forward comments to Jerry Fox.	1
Could you please forward this to the appropriate Human Resources and Legal people?	1
can you pls check on this deal	1
Please submit your written application to Joe Thompson at the Dominion Gathering & Production Office.	1
Could you send Rev 10 to Mike S?	1
Please get with me on a time whereby I can inform the others.	1
That is Richard Sanders call - Richard, please let us know.	1
David, on a go forwards basis, please ensure that there is a technical sign off on the principal investments DASH.	1
Please review and let me know your comments.	1
Please mail it at your earliest convenience.	1
PLease include me in the Houston MBA Program Information Session.	1
Rita, Please help me with this.	1
Please forward this to anyone I have forgotten.	1
Please check this list to assure that this is a complete and correct list.	1
Can you give me some suggestions?	1
Please make all flight arrangements through the Travel Agency in the Park so that we are able to take advantage of discount fares.	1
Please provide me with signed copies of the GE Consents to Assignment and the Override Letters.	1
If you have any special needs i.e., food/beverage; transportation; lodging 20 please list below: 20	1
Please approve the following change to the product description.	1
Please give me a call to arrange the conference call.	1
give it a try and let me know.	1
Please ask Paul Simon to expedite the matter and get us the documents tomorrow so we can shoot them to Koch for their review.	1
Please distribute to rest of Sac team.	1
Tom can you copy this e-mail and forward to Toorey Moorer.	1
Please remove me from your distribution list.	1
please do a consulting agreeement with this group.	1
Stop by and let's discuss how the index should look.	1
Thank you.	1
Get with George Z. and get this on the calendar.	1
As for what those roots are, please reference previous section .	1
-bcc: X-Folder: Tanya Jones Dec2000 Notes Folders All documents X-Origin: JONES-T X-FileName: tjones.nsf	1
Kim and David can brain check me on this - but I think this is how parking should be done; however, please verify with West or East desk economics to ensure accuracy/consistency.	1
Please review and let me know as soon as possible if you have changes as I need to send this to the conference people today.	1
Please put this on my calendar if you haven't already.	1
When requesting a duplicate form, please specify the year for which you need a copy, sign your request, and include the following information:	1
Call me tommorow durring the day at home or on my cell!	1
Please make copies for me and put in a folder.	1
Aha, could you provide a column including the approver.	1
Please Kill Deal QU0208.	1
After addressing items 1 and 2 above, could you review this entire document from two perspectives:	1
The Ground Rules - Revision attached, please replace in your binder - Read each point, ask the group to police itself ?	1
Please try to let me know ASAP whether you can play so I ca n 20 explore other alternatives.	1
can you please run me over when you leave for today?	1
Please include the following information in the email,Without this information we cannot help you:	1
If you have any questions or are not certain of the status of a transaction, please contact us immediately on:	1
What time does this concert thing start, and can you get me all other directions, and info.	1
Please add my name to this email if you continue to send this file out.	1
Susan: Please start the process for a new ISDA Master to be effective 6/16/00 .	1
I assume that this request relates to corporate functions under Rick.	1
Please send the info to Kay Mann, 29 Inverness Park Way, Houston, TX, 77055.	1
Please give me a call with any questions.	1
Plesase, give me a call.	1
FaxWave Service faxwave service@callwave.com on 11/29/2000 02:28:57 PM Please respond to This is a send-only email.	1
01; Please develop these agreements and I will call you later today or tomorrow 20 morning so that we can finalize and get drafts to ENAP to review.	1
Can you add a flag to xcol function so that we can choose a put or call from the spreadsheet ?	1
Please shed some light here as soon as possible.	1
Pls forward it to Kathy Ringblom in my group in Omaha.	1
Our goal is to get 100 percent participation, so please take approximately 15 minutes and complete the survey.	1
Please take a moment to review the attached memo introducing Mike Terraso's Environment, Health & Safety Organization and Environmental Strategies Team.	1
Thanks , could you call Richard to talk though approach and strategy and then ensure that he is also kept fully in the loop as you go forward .	1
Please forward me the attending names for your group with a copy to Bob by tomorrow 2/4 .	1
Please respond to Anjam Ahmad/LON/ECT To: ECT Europe cc: Subject: Research Group Intranet Site	1
Please direct all inquiries to OnePass@coair.com	1
Jackie, could you email the latest version around when you get a chance?	1
I believe that I sent you hard copies, however, if you don't receive them, please print two of the attached.	1
Please take a few minutes today to provi de 20 much needed and confidential comments regarding Enron and your work 20 environment.	1
Terry, would you please check with all the teams to day to ensure they have talked with their customers about the scheduled quantities reports.	1
Please cooperate with the team if they need your assistance.	1
Please price these 2 new units and charge them to Co. # 0413, RC # 107043.	1
Please have this information to me no later than 9:00 a.m. tomorrow.	1
Please print this memo and attachment for me--I couldn't get it to print.	1
Peter Feltman/ENRON@enronXgate 04/10/2001 02:31 PM To: Mark Greenberg/NA/Enron@ENRON cc: Mathis Conner/ENRON@enronXgate Subject: Global Crossing's comments to the Enron NDA - Please responed ASAP!	1
Again, please give us a call if you have any more questions.	1
Please shout with 20 anymore questions.	1
Please review and provide comments prior to loading onto the EOL system.	1
Please could you let me know if you can prepare such a document and also what if any additional information you require.	1
I do not agree with your politics and please remove me from your list.	1
please add Astra Power LLC to the restricted list for the EP Blanco Avg products.	1
Can you attach the term contract to this deal?	1
Hi all, Pro forma model for ANNGTC is in the shared folder now under the name Alaska Pipelinemodel 103001 Ro.	1
Can you try and do the same?	1
Please forward the following information to colleagues who you think would benefit from Forrester's research and events.	1
Please call him and confirm the receipt point.	1
Please apprise when you've completed your research with Producer Services referencing the below meters that Daren have referred to as Contract Terminated .	1
Please review the attached-- none of our changes were accepted and I would say it includes alot more than edits!!!!	1
Bill W. Ogden bogden@ogwb.com 08/18/2000 02:12 PM Please respond to bogden To: Richard Sanders richard.b.sanders@enron.com cc: Mike Miller mike.j.miller@enron.com , Dorfman, Grant GDorfman@ogwb.com , Bob Virgo robert.p.virgo@enron.com Subject: Natole	1
Christian, could you coordinate the writing of this letter.	1
01; Please mark your calendars accordingly.	1
Rex, please proceed with the meetings.	1
Please complete the report for 12th-16th June 2000 and return the document to me by 18:00 on Friday 16th June.	1
Therefore, please prepare a list of site specific issues for that document as well.	1
If you could please right click on the DB icon and under the tab Basics, copy the following information and forward it to me.	1
Philip, would you please gather information about Jynell Holliday.	1
Please give the following people access to this Database Kay Mann Carol St Clair	1
Please send in different format	1
Please contact me at 713-8536-898 or cathy.phillips@enron.com and I will be happy to assist in anyway that I can.	1
20 Please observe Enron 01,s policy.	1
Please direct this to the proper party for signature two originals and then have them forward the originals to my attention or Tana's.	1
Guys, can you start working on your presentations for the offsite.	1
Please call my assistant to set up an appointment for Early Tuesday.	1
Colleen and Melissa, please ensure both companies are on the same page.	1
Could you please fax this to Heather?	1
If you have some e-mail addresses for Rich or Rosigliano or a couple of other people please supply them to me so I can keep everyone posted on the details.	1
Please get with John to see what is up.	1
If you find that SP, NP or ZP is out in RT Position Manager on the weekend, please send out a short e-mail to the STCA desk.	1
Stuart Russell Hamel hamel@ruf.rice.edu on 04/30/2001 04:52:12 PM Please respond to hamel@rice.edu To: vince.j.kaminski@enron.com cc: jason.sokolov@enron.com Subject:	1
Tana, could you please prepare and arrange for execution.	1
Please review and lets discuss your thoughts as to how this transaction impacts the sale.	1
Please RSVP your attendance to my assistant, SheriJordan, via email at sheri.jordan@enron.com or by telephone to ext.	1
Could you email me the most current version I think it was March 3 ?	1
PLEASE READ THE ATTACHED FILE Ethical Wall Procedure AND PRINT AND SIGN THE EMPLOYEE CERTIFICATION below .	1
Fred, please confirm.	1
Toby, can you post this document for TW on the web site under access forms?	1
Please get with Nathan Hlavaty with any questions, because I will be out of the office until May 30.	1
Make sure you send these messages to Andy Edison	1
Please roll over November 1.	1
KhairuddinBMJaafar@petronas.com.my on 01/17/2001 01:50:36 AM Please respond to khairuddin mjaafar@petronas.com.my To: vkamins@ect.enron.com cc: azminab@petronas.com.my Subject: Petronas benchmarking visit	1
Please review or we will discuss at our 3:00 meeting today.	1
Can you do this call?	1
Pls include on the Monthly Report	1
Please try to make it to the field by 6:30.	1
Therefore please could you let me know whether you could help with any of the following.	1
Please schedule some time with Suzanne and who ever else she wishes to include from her business team.	1
John, Please look into this.	1
Could you check the work phone for Joseph Brophy.	1
018 Please realize 01&conducting our business affairs in accordance with the 20 highest ethical standards 018 should be reflected in all communications.	1
Please make certain that all physical positions are loaded correctly in NCD for term.	1
can you look to see what indenture trustee filed?	1
Jeff -- could you coordinate with Rosie to get the time and place nailed down?	1
Should need to trade prior to full execution of the GISB, send me a fax with signature.	1
Please send hard copies of the change order to: Brian Hulse, Carl Tricoli, and me.	1
Would you get me all the contract details on this capacity and email it to me?	1
Please review and approve John's.	1
Cathy, can you send the following to everyone presenting at the offsite	1
Hi, Diane:	1
Please call with questions and concerns.	1
Please review the attached non-standard discount letter to Duke Energy Trading & Marketing DUKE and the associated letter from Transwestern to Duke which outlines the conditions of Transwestern's Contribution in Aid of Construction CIAC payment to Duke for certain facility upgrades.	1
Please make sure you let your friend know.	1
Please look at deal # 474762 APS for a total of 19 MWh 8 11MWh .	1
Sara: When you have a chance, would you forward me a sample confirmation for one of the above referenced trades?	1
Jessica, can you follow up on this request pls.	1
Could you guys look into this?	1
Please send me a draft of the resolutions once you have put them in the proper form for signature.	1
Please confirm to me that Hal is fully dedicated to this project now and will continue to be until it is completed.	1
Please follow up on this and pursue a guaranty amendment if neccesary.	1
Also, could you provide me with your activity reports so I can have Julie enter this information.	1
Can you please check with Mike.	1
Please prepare a section on each of your businesses and return via email or hard copy.	1
Cheryl, Can you please have someone get me a copy of the Valero deal that expired 10/31/00 so that I can see how we documented that deal.	1
Please plan on meeting me at Middleberg at 8 AM to go over any last minute changes or updates.	1
Send me some of those funny jokes that are going around.	1
If so, could you email us a copy?	1
Please email an id and password to the following:	1
Can you call me today with an update?	1
please match the following deals for jan feb and mar	1
To remove your address from the list, send a message to: customers-unsubscribe@list.frontierairlines.com	1
Please print attachment and make sure that e:mail addresses are included for the students.	1
Gar y: would you please send to Richard our current discussion of California th at appeared in the first Quarter 10-Q.	1
XMS Classroom Training Please call Maggie Cruz at 3-1816 regarding XMS Training.	1
Can you send me Jim's evaluation form so I can write his midyear review?	1
Please add this book to both the AGG-GASIII and AGG-GASIV portfolios.	1
